StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q10,Q12,Q13,Q14_1,Q15,Q16_0_GROUP,Q16_1_GROUP,Q16_0_1_RANK,Q16_0_2_RANK,Q16_0_9_RANK,Q16_0_3_RANK,Q16_0_4_RANK,Q16_0_5_RANK,Q16_0_7_RANK,Q16_0_14_RANK,Q16_0_15_RANK,Q16_1_1_RANK,Q16_1_2_RANK,Q16_1_9_RANK,Q16_1_3_RANK,Q16_1_4_RANK,Q16_1_5_RANK,Q16_1_7_RANK,Q16_1_14_RANK,Q16_1_15_RANK,Q17,Q18_1,Q18_2,Q19,Q20,Q21_1,Q21_2,Q22_1_x,Q22_1_y,Q22,Q7 - Topics
8/28/2019 15:28:06,8/28/2019 15:34:50,IP Address,131.212.248.81,100,403,True,8/28/2019 15:34:51,R_2711sCjWj6aGsB1,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,Bachelor's degree,"$65,000 - $79,999",55442,Suburban,5,4,4,4,4,5,5,5,I don't use any of these on a regular basis,5,Phosphorus,1,"Algae blooms,Death of fish and other aquatic life",Agriculture,Dish-washing Detergent,1,,,,,,,,,,,,,,,,1,,Application of fertilizers,2,2,News outlets,Consumer,3,3,383,611,The Twin-Cities Metro Area,Unknown
9/2/2019 10:54:14,9/2/2019 11:00:57,IP Address,131.212.248.198,100,403,True,9/2/2019 11:00:58,R_1ojxMvqv6J1Cs7H,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",65-74 years old,Female,White,Associate's Degree,"$45,000 - $64,999",56586,Rural,4,5,5,3,3,3,5,5,"Water purifiers/filter
 ,Water softeners
 ",10,Pesticides,2,"Algae blooms,Death of fish and other aquatic life,Flooding,Waterborne pathogens","Urban Runoff (storm drains),Human Waste Products,Food/Garbage Disposal Waste",,,3,,2,,1,,,,,,,,,,,,,Runoff from animal operations,3,3,Social media,Consumer,4,4,179,619,Southwest Minnesota,Unknown
9/2/2019 12:32:28,9/2/2019 12:39:13,IP Address,131.212.251.250,100,404,True,9/2/2019 12:39:13,R_2Yi97g9r9V6H6ZE,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Male,White,Bachelor's degree,"$105,000 or more",55419,Urban,5,5,4,1,2,4,4,4,I don't use any of these on a regular basis,8,Phosphorus,1,Algae blooms,"Urban Runoff (storm drains),Agriculture","Food/Garbage Disposal Waste,Stream Bank Erosion,Individual Sewage Systems,Commercial/Industrial Waste,Atmospheric Deposition,Dish-washing Detergent,Human Waste Products",2,,,,,1,,,,,1,5,7,4,,2,6,3,Application of fertilizers,3,2,News outlets,Consumer,2,1,435,329,Northeastern Minnesota,Unknown
8/28/2019 15:11:34,8/28/2019 15:18:19,IP Address,131.212.250.3,100,405,True,8/28/2019 15:18:20,R_1l0EnLrzpIWpAiC,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Female,White,Bachelor's degree,"$80,000 - $104,999",55127,Suburban,5,5,4,3,5,5,5,5,"Water softeners
 ,Bottled Water
 ",10,Nitrogen ,0,,Agriculture,Atmospheric Deposition,1,,,,,,,,,,,1,,,,,,,I don’t know,5,5,News outlets,Consumer,3,4,187,628,Southwest Minnesota,Unknown
9/2/2019 10:47:38,9/2/2019 10:54:24,IP Address,131.212.249.120,100,406,True,9/2/2019 10:54:25,R_1iqkfik7zNaAcwm,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,Bachelor's degree,"$105,000 or more",55901,Rural,5,5,5,5,5,5,5,5,"Water softeners
 ",5,Nitrogen ,4,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Flooding,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact","Commercial/Industrial Waste,Urban Runoff (storm drains),Human Waste Products,Individual Sewage Systems,Atmospheric Deposition,Agriculture","Stream Bank Erosion,Food/Garbage Disposal Waste,Dish-washing Detergent",6,,5,3,1,2,,,4,,2,,,,,1,3,,Cropland runoff,5,5,Other,Consumer,5,5,220,362,Northwestern Minnesota,Unknown
9/2/2019 12:43:48,9/2/2019 12:50:34,IP Address,131.212.248.212,100,406,True,9/2/2019 12:50:35,R_2uTHgHSRrEmVKSr,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Male,White,"Some college, no degree","Less than $24,999",55011,Rural,5,2,5,1,0,4,5,4,"Water purifiers/filter
 ,Water softeners
 ",6,Phosphorus,1,Algae blooms,"Agriculture,Commercial/Industrial Waste,Human Waste Products,Urban Runoff (storm drains)","Food/Garbage Disposal Waste,Atmospheric Deposition,Dish-washing Detergent,Stream Bank Erosion,Individual Sewage Systems",1,,,3,2,4,,,,,1,2,,,,4,3,5,Application of fertilizers,3,3,School,Consumer,5,5,204,312,Northwestern Minnesota,Unknown
9/2/2019 10:22:44,9/2/2019 10:29:33,IP Address,131.212.250.93,100,409,True,9/2/2019 10:29:34,R_2sR0Ki9Bt9GkinI,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,Associate's Degree,"Less than $24,999",56023,Rural,5,5,5,4,4,4,4,4,"Water cooler tanks (e.g. Culligan Water)
 ,Water softeners
 ,Bottled Water
 ",8,Bacteria,1,"Toxic drinking water,Death of fish and other aquatic life,Disease from consumption,Heavy Metal Contamination","Food/Garbage Disposal Waste,Commercial/Industrial Waste,Atmospheric Deposition,Individual Sewage Systems,Agriculture","Human Waste Products,Urban Runoff (storm drains),Dish-washing Detergent,Stream Bank Erosion",5,1,3,,2,,,,4,,,,1,,2,4,3,,Application of fertilizers,3,2,Social media,Consumer,3,3,380,598,The Twin-Cities Metro Area,Unknown
9/2/2019 9:01:03,9/2/2019 9:07:54,IP Address,131.212.250.78,100,410,True,9/2/2019 9:07:55,R_3flZB3J3zwxLLxc,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Male,White,Graduate or professional degree,"$105,000 or more",53179,Suburban,4,3,4,3,2,3,4,4,"Water cooler tanks (e.g. Culligan Water)
 ",5,Phosphorus,3,"Algae blooms,Eutrophication","Commercial/Industrial Waste,Agriculture","Food/Garbage Disposal Waste,Atmospheric Deposition,Stream Bank Erosion,Urban Runoff (storm drains),Dish-washing Detergent,Human Waste Products,Individual Sewage Systems",2,,,,1,,,,,,1,2,6,,4,3,5,7,Application of fertilizers,3,3,School,Consumer,2,2,387,614,The Twin-Cities Metro Area,Unknown
8/28/2019 15:37:52,8/28/2019 15:44:43,IP Address,131.212.248.17,100,411,True,8/28/2019 15:44:44,R_1jrJAvA8fUlifE9,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Male,White,High School Diploma or GED,"$80,000 - $104,999",55124,Suburban,4,3,5,3,2,2,3,4,I don't use any of these on a regular basis,8,Bacteria,0,"Toxic drinking water,Algae blooms","Urban Runoff (storm drains),Human Waste Products,Individual Sewage Systems,Food/Garbage Disposal Waste","Atmospheric Deposition,Agriculture,Stream Bank Erosion,Dish-washing Detergent,Commercial/Industrial Waste",,4,,2,,1,,,3,2,,1,,5,,3,4,,I don’t know,2,2,Social media,Consumer,2,2,495,364,Northeastern Minnesota,Unknown
8/28/2019 15:22:49,8/28/2019 15:29:41,IP Address,131.212.249.134,100,412,True,8/28/2019 15:29:42,R_3sn4FV3XEU0bxTR,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",65-74 years old,Female,White,Associate's Degree,"$65,000 - $79,999",55376,Rural,5,5,5,4,4,5,5,5,"Water purifiers/filter
 ,Water softeners
 ,Bottled Water
 ",10,Nitrogen ,0,,,,,,,,,,,,,,,,,,,,,,Application of fertilizers,3,3,Word-of-mouth,Producer/Farmer,3,5,379,595,The Twin-Cities Metro Area,Unknown
9/2/2019 8:40:28,9/2/2019 8:47:21,IP Address,131.212.250.141,100,412,True,9/2/2019 8:47:21,R_6msp7R00LRBKUTL,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,White,Graduate or professional degree,"$105,000 or more",55103,Urban,1,1,2,0,2,2,5,5,I don't use any of these on a regular basis,5,Phosphorus,0,"Algae blooms,Death of fish and other aquatic life,Skin rashes with contact","Urban Runoff (storm drains),Agriculture,Commercial/Industrial Waste,Human Waste Products","Food/Garbage Disposal Waste,Individual Sewage Systems,Stream Bank Erosion,Dish-washing Detergent,Atmospheric Deposition",2,,,4,3,1,,,,,1,5,,,,3,4,2,Application of fertilizers,4,3,News outlets,Consumer,1,2,327,720,Southeast Minnesota,Unknown
9/2/2019 10:41:22,9/2/2019 10:48:15,IP Address,131.212.248.12,100,412,True,9/2/2019 10:48:15,R_1hT5vIKq8aqjohe,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Female,White,Bachelor's degree,"$80,000 - $104,999",55901,Urban,1,3,3,1,0,0,3,4,I don't use any of these on a regular basis,10,Bacteria,0,"Algae blooms,Death of fish and other aquatic life","Agriculture,Urban Runoff (storm drains),Stream Bank Erosion",Atmospheric Deposition,1,,,,,2,3,,,,,1,,,,,,,Application of fertilizers,3,2,News outlets,Consumer,2,2,478,723,Southeast Minnesota,Unknown
9/2/2019 12:46:05,9/2/2019 12:52:58,IP Address,131.212.251.198,100,412,True,9/2/2019 12:52:58,R_AGNGMmMhUkj75OV,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",65-74 years old,Female,White,Associate's Degree,"$65,000 - $79,999",55301,Suburban,4,4,4,4,4,5,5,4,"Water softeners
 ,Bottled Water
 ",10,Nitrogen ,1,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Skin rashes with contact","Dish-washing Detergent,Human Waste Products,Atmospheric Deposition,Commercial/Industrial Waste,Agriculture","Individual Sewage Systems,Food/Garbage Disposal Waste,Stream Bank Erosion,Urban Runoff (storm drains)",5,,3,2,4,,,1,,,2,,,,4,3,,1,Cropland runoff,3,3,News outlets,Consumer,3,3,318,485,Central Minnesota,Unknown
9/2/2019 8:47:27,9/2/2019 8:54:20,IP Address,131.212.248.28,100,413,True,9/2/2019 8:54:21,R_1LipT1swGPgVCCM,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Male,White,Bachelor's degree,"$80,000 - $104,999",55112,Urban,4,4,4,3,4,3,3,4,I don't use any of these on a regular basis,8,Nitrogen ,0,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life","Agriculture,Individual Sewage Systems,Urban Runoff (storm drains),Stream Bank Erosion","Food/Garbage Disposal Waste,Atmospheric Deposition,Dish-washing Detergent,Commercial/Industrial Waste,Human Waste Products",1,,,,,3,4,,2,,1,2,5,4,,,3,,Cropland runoff,3,3,News outlets,Consumer,3,4,159,691,Southwest Minnesota,Unknown
9/2/2019 8:12:07,9/2/2019 8:19:02,IP Address,131.212.250.126,100,414,True,9/2/2019 8:19:03,R_2dAPhVtKsWloUqO,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,White,Bachelor's degree,"$25,000 - $44,999",55448,Suburban,5,5,5,3,2,4,5,5,"Water purifiers/filter
 ",7,Phosphorus,1,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact","Urban Runoff (storm drains),Commercial/Industrial Waste,Agriculture,Food/Garbage Disposal Waste,Stream Bank Erosion","Individual Sewage Systems,Atmospheric Deposition,Human Waste Products,Dish-washing Detergent",3,4,,,2,1,5,,,,,2,3,,,,4,1,Application of fertilizers,4,4,Social media,"Government employee (USDA),Consumer",5,5,387,602,The Twin-Cities Metro Area,Unknown
9/2/2019 12:29:40,9/2/2019 12:36:34,IP Address,131.212.250.253,100,414,True,9/2/2019 12:36:35,R_3NOQrOuop5TS3Xh,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Male,Black or African American,High School Diploma or GED,"$25,000 - $44,999",55119,Urban,3,2,2,3,2,2,3,2,"Bottled Water
 ",9,Nitrogen ,1,"Algae blooms,Eutrophication,Heavy Metal Contamination","Food/Garbage Disposal Waste,Human Waste Products","Urban Runoff (storm drains),Dish-washing Detergent",,1,,2,,,,,,,,,,,1,,2,,Erosion,0,0,News outlets,Consumer,1,3,141,322,Northwestern Minnesota,Unknown
8/28/2019 17:41:49,8/28/2019 17:48:45,IP Address,131.212.250.183,100,415,True,8/28/2019 17:48:45,R_3iPQP1MHPWF45Ao,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",65-74 years old,Female,White,Graduate or professional degree,"$80,000 - $104,999",54661,Rural,4,4,5,3,4,3,3,4,"Water purifiers/filter
 ",9,Pesticides,3,"Algae blooms,Heavy Metal Contamination,Skin rashes with contact","Agriculture,Commercial/Industrial Waste,Stream Bank Erosion,Individual Sewage Systems","Atmospheric Deposition,Human Waste Products,Food/Garbage Disposal Waste,Dish-washing Detergent,Urban Runoff (storm drains)",1,,,,2,,3,,4,,3,1,2,,5,,4,,Cropland runoff,4,4,Government reports,Consumer,3,3,431,713,Southeast Minnesota,Unknown
8/28/2019 17:41:55,8/28/2019 17:48:51,IP Address,131.212.251.67,100,415,True,8/28/2019 17:48:51,R_1K6KTSXb7bZpJB4,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Male,White,Bachelor's degree,"$105,000 or more",55112,Suburban,4,4,5,3,3,4,5,5,"Water purifiers/filter
 ,Water softeners
 ,Bottled Water
 ",6,Pesticides,2,"Toxic drinking water,Algae blooms,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination",,,,,,,,,,,,,,,,,,,,,Cropland runoff,2,3,Word-of-mouth,Consumer,3,4,219,653,Southwest Minnesota,Unknown
9/2/2019 11:38:24,9/2/2019 11:45:19,IP Address,131.212.251.162,100,415,True,9/2/2019 11:45:20,R_0U7sK1gsSWsvwwp,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Male,White,Bachelor's degree,"$105,000 or more",55379,Suburban,4,3,4,1,3,3,5,5,"Water purifiers/filter
 ,Water softeners
 ,Bottled Water
 ",2,Pesticides,0,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Flooding,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact","Commercial/Industrial Waste,Human Waste Products,Food/Garbage Disposal Waste,Urban Runoff (storm drains),Dish-washing Detergent,Agriculture","Atmospheric Deposition,Individual Sewage Systems,Stream Bank Erosion",6,3,,2,1,4,,5,,,,1,,,,3,,2,Application of fertilizers,3,2,News outlets,Consumer,4,4,394,612,The Twin-Cities Metro Area,Unknown
8/28/2019 16:07:02,8/28/2019 16:14:01,IP Address,131.212.248.180,100,419,True,8/28/2019 16:14:02,R_2rIzfQiTy7IQfb4,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,White,Graduate or professional degree,"$105,000 or more",55438,Suburban,5,5,5,3,3,3,5,5,"Bottled Water
 ",10,Bacteria,1,Algae blooms,"Human Waste Products,Food/Garbage Disposal Waste,Individual Sewage Systems,Dish-washing Detergent,Commercial/Industrial Waste,Agriculture","Atmospheric Deposition,Stream Bank Erosion,Urban Runoff (storm drains)",6,2,,1,5,,,4,3,,,1,,,3,2,,,Application of fertilizers,4,2,Social media,Consumer,3,3,387,610,The Twin-Cities Metro Area,Unknown
8/28/2019 17:27:01,8/28/2019 17:34:00,IP Address,131.212.249.156,100,419,True,8/28/2019 17:34:01,R_bOaRViLjkQtrZa9,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Female,White,High School Diploma or GED,"$45,000 - $64,999",55426,Suburban,4,2,4,3,2,2,5,5,"Water purifiers/filter
 ",5,Synthetic chemicals,1,"Toxic drinking water,Death of fish and other aquatic life,Waterborne pathogens,Disease from consumption,Skin rashes with contact","Dish-washing Detergent,Human Waste Products,Individual Sewage Systems,Agriculture","Urban Runoff (storm drains),Stream Bank Erosion",4,,,2,,,,1,3,,,,,,1,2,,,Application of fertilizers,3,1,News outlets,Consumer,3,5,394,598,The Twin-Cities Metro Area,Unknown
9/2/2019 12:10:11,9/2/2019 12:17:11,IP Address,131.212.250.15,100,420,True,9/2/2019 12:17:12,R_1dFzrc0D6sLmrAl,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Female,White,Bachelor's degree,"Less than $24,999",55411,Urban,2,5,5,1,2,2,5,5,I don't use any of these on a regular basis,10,Bacteria,0,"Algae blooms,Waterborne pathogens,Disease from consumption","Human Waste Products,Food/Garbage Disposal Waste,Urban Runoff (storm drains),Commercial/Industrial Waste","Atmospheric Deposition,Stream Bank Erosion,Individual Sewage Systems,Dish-washing Detergent,Agriculture",,2,,1,4,3,,,,5,,1,,,,2,4,3,I don’t know,3,3,Word-of-mouth,Consumer,3,5,374,596,The Twin-Cities Metro Area,Unknown
9/2/2019 9:56:41,9/2/2019 10:03:43,IP Address,131.212.250.93,100,422,True,9/2/2019 10:03:43,R_2zwrzzmQpI9f8Q6,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Male,White,Bachelor's degree,"$105,000 or more",55043,Suburban,5,5,5,3,3,3,3,3,"Water purifiers/filter
 ,Water softeners
 ",8,Nitrogen ,2,"Algae blooms,Death of fish and other aquatic life","Human Waste Products,Dish-washing Detergent,Agriculture,Individual Sewage Systems,Urban Runoff (storm drains),Food/Garbage Disposal Waste,Commercial/Industrial Waste","Atmospheric Deposition,Stream Bank Erosion",3,6,,1,7,5,,2,4,,,1,,,,2,,,I don’t know,5,6,News outlets,Consumer,3,3,414,606,The Twin-Cities Metro Area,Unknown
9/2/2019 11:42:27,9/2/2019 11:49:29,IP Address,131.212.249.127,100,422,True,9/2/2019 11:49:30,R_2QuIOh1wknkMnuu,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,Graduate or professional degree,"$105,000 or more",55105,Urban,4,3,4,4,5,5,5,5,"Water purifiers/filter
 ",10,Nitrogen ,1,"Algae blooms,Death of fish and other aquatic life",,,,,,,,,,,,,,,,,,,,,Application of fertilizers,5,5,News outlets,,4,4,463,732,Southeast Minnesota,Unknown
9/2/2019 12:04:25,9/2/2019 12:11:27,IP Address,131.212.251.174,100,422,True,9/2/2019 12:11:28,R_1f7nICXHnbSf7es,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Male,White,Bachelor's degree,"$105,000 or more",55381,Rural,4,4,4,3,3,3,5,5,"Water softeners
 ,Bottled Water
 ",9,Phosphorus,2,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Skin rashes with contact","Commercial/Industrial Waste,Human Waste Products,Individual Sewage Systems,Urban Runoff (storm drains),Food/Garbage Disposal Waste","Stream Bank Erosion,Dish-washing Detergent,Atmospheric Deposition,Agriculture",,5,,2,1,4,,,3,4,,3,,,,1,2,,Application of fertilizers,2,2,Government reports,Consumer,3,3,384,580,The Twin-Cities Metro Area,Unknown
9/2/2019 10:53:18,9/2/2019 11:00:22,IP Address,131.212.248.12,100,423,True,9/2/2019 11:00:22,R_1nUC59SoRfpe7gh,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,White,Bachelor's degree,"$45,000 - $64,999",55113,Suburban,4,4,4,4,4,4,4,4,"Water purifiers/filter
 ",8,Phosphorus,4,"Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Heavy Metal Contamination","Individual Sewage Systems,Dish-washing Detergent,Urban Runoff (storm drains),Commercial/Industrial Waste,Atmospheric Deposition,Human Waste Products","Stream Bank Erosion,Food/Garbage Disposal Waste,Agriculture",,,5,6,4,3,,2,1,3,2,,,,,1,,,Application of fertilizers,5,5,News outlets,Academic/University Researcher/Extension,4,4,381,599,The Twin-Cities Metro Area,Unknown
9/2/2019 8:31:27,9/2/2019 8:38:31,IP Address,131.212.249.131,100,424,True,9/2/2019 8:38:31,R_31TncpILFkA0pgJ,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",65-74 years old,Female,White,High School Diploma or GED,"$25,000 - $44,999",55014,Suburban,5,5,5,4,3,4,5,5,"Water softeners
 ,Bottled Water
 ",10,Bacteria,2,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Flooding,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact","Agriculture,Individual Sewage Systems,Human Waste Products,Food/Garbage Disposal Waste",,1,4,,3,,,,,2,,,,,,,,,,I don’t know,2,2,Word-of-mouth,Consumer,5,4,390,602,The Twin-Cities Metro Area,Unknown
9/2/2019 9:23:09,9/2/2019 9:30:14,IP Address,131.212.248.212,100,424,True,9/2/2019 9:30:14,R_BIYa8ig4DuOgv17,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,Graduate or professional degree,"$105,000 or more",55358,Rural,5,5,5,3,4,4,5,5,"Water purifiers/filter
 ,Water softeners
 ,Bottled Water
 ",10,Bacteria,1,"Algae blooms,Death of fish and other aquatic life,Disease from consumption,Skin rashes with contact","Commercial/Industrial Waste,Atmospheric Deposition,Agriculture","Human Waste Products,Individual Sewage Systems,Dish-washing Detergent",3,,2,,1,,,,,,,,1,,,,3,2,Application of fertilizers,4,4,News outlets,Consumer,4,4,387,600,The Twin-Cities Metro Area,Unknown
9/2/2019 10:53:50,9/2/2019 11:00:55,IP Address,131.212.248.69,100,424,True,9/2/2019 11:00:55,R_3GiDfR8D0Qaqtrz,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",65-74 years old,Male,White,Bachelor's degree,"$25,000 - $44,999",56586,Rural,4,4,5,2,2,2,4,5,"Water purifiers/filter
 ",6,Phosphorus,4,"Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Skin rashes with contact","Urban Runoff (storm drains),Human Waste Products,Agriculture",,3,,,2,,1,,,,,,,,,,,,,Application of fertilizers,2,2,Government reports,Producer/Farmer,1,4,214,666,Southwest Minnesota,Unknown
8/28/2019 19:35:42,8/28/2019 19:42:49,IP Address,131.212.248.138,100,426,True,8/28/2019 19:42:49,R_1FzcW3QrUEqzwzg,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Female,White,High School Diploma or GED,"$25,000 - $44,999",55073,Rural,5,2,5,3,3,4,5,5,"Bottled Water
 ",7,Bacteria,,"Toxic drinking water,Algae blooms,Disease from consumption","Human Waste Products,Food/Garbage Disposal Waste,Commercial/Industrial Waste,Atmospheric Deposition","Urban Runoff (storm drains),Agriculture,Individual Sewage Systems,Dish-washing Detergent",,2,4,1,3,,,,,2,,,,,1,,4,3,I don’t know,2,1,Word-of-mouth,Consumer,2,3,459,673,Southeast Minnesota,Unknown
9/2/2019 8:30:18,9/2/2019 8:37:26,IP Address,131.212.249.28,100,428,True,9/2/2019 8:37:27,R_ezWFMrzSDWpec2l,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Male,White,Bachelor's degree,"$65,000 - $79,999",55126,Suburban,4,5,5,2,5,4,5,5,"Water purifiers/filter
 ",10,Nitrogen ,3,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life","Agriculture,Urban Runoff (storm drains),Stream Bank Erosion,Human Waste Products","Commercial/Industrial Waste,Atmospheric Deposition,Individual Sewage Systems,Food/Garbage Disposal Waste,Dish-washing Detergent",1,,,4,,2,3,,,,4,2,,1,,,5,3,Application of fertilizers,3,3,News outlets,Consumer,2,3,177,638,Southwest Minnesota,Unknown
9/2/2019 11:48:30,9/2/2019 11:55:39,IP Address,131.212.251.7,100,428,True,9/2/2019 11:55:39,R_3pnb7E46owaZjQa,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Male,White,Bachelor's degree,"$105,000 or more",55068,Suburban,2,3,3,2,0,1,3,3,"Water purifiers/filter
 ,Water softeners
 ",7,Nitrogen ,1,"Toxic drinking water,Death of fish and other aquatic life,Disease from consumption","Commercial/Industrial Waste,Human Waste Products,Urban Runoff (storm drains),Agriculture","Food/Garbage Disposal Waste,Individual Sewage Systems,Dish-washing Detergent,Stream Bank Erosion,Atmospheric Deposition",4,,,2,1,3,,,,,1,5,,,,4,3,2,I don’t know,3,4,News outlets,Consumer,2,2,374,580,The Twin-Cities Metro Area,Unknown
9/2/2019 11:14:26,9/2/2019 11:21:37,IP Address,131.212.249.86,100,430,True,9/2/2019 11:21:37,R_aXYNi1U3wKUzoEF,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",65-74 years old,Female,White,Bachelor's degree,"$105,000 or more",55428,Suburban,5,4,4,3,5,5,5,5,I don't use any of these on a regular basis,10,Phosphorus,4,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Heavy Metal Contamination,Skin rashes with contact","Agriculture,Urban Runoff (storm drains),Stream Bank Erosion,Commercial/Industrial Waste,Individual Sewage Systems","Dish-washing Detergent,Food/Garbage Disposal Waste,Atmospheric Deposition,Human Waste Products",1,,,,4,2,3,,5,,2,3,4,,,,1,,Application of fertilizers,4,3,Other,Consumer,2,3,179,290,Northwestern Minnesota,Unknown
8/28/2019 15:24:38,8/28/2019 15:31:49,IP Address,131.212.250.70,100,431,True,8/28/2019 15:31:50,R_3PpjCtyHNzk2zD8,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",75 years or older,Male,White,"Some college, no degree","$45,000 - $64,999",55376,Urban,5,5,5,4,5,5,4,5,"Water purifiers/filter
 ,Water softeners
 ,Bottled Water
 ",10,Phosphorus,3,Flooding,"Agriculture,Urban Runoff (storm drains),Human Waste Products",,1,,,3,,2,,,,,,,,,,,,,Application of fertilizers,2,3,Word-of-mouth,"Producer/Farmer,Consumer",2,4,186,659,Southwest Minnesota,Unknown
9/2/2019 10:19:24,9/2/2019 10:26:36,IP Address,131.212.251.244,100,431,True,9/2/2019 10:26:36,R_1IhgEpyTTNiya8s,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",35-44 years old,Male,White,Graduate or professional degree,"$105,000 or more",55108,Urban,0,1,2,0,1,1,4,4,"Water purifiers/filter
 ,Bottled Water
 ",4,Nitrogen ,1,"Toxic drinking water,Algae blooms,Heavy Metal Contamination,Skin rashes with contact","Human Waste Products,Dish-washing Detergent,Agriculture,Stream Bank Erosion,Individual Sewage Systems","Commercial/Industrial Waste,Atmospheric Deposition,Food/Garbage Disposal Waste,Urban Runoff (storm drains)",3,,,1,,,4,2,5,,3,2,,1,4,,,,Application of fertilizers,1,1,News outlets,Consumer,2,2,370,700,Southeast Minnesota,Unknown
