StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q2,Q3,Q3,Q4,Q4,Q5,Q5,Q6,Q6,Q7,Q8,Q8,Q9.1,Q.9.1,Q9.2,Q.9.2,Q9.3,Q.9.3,Q11_1,Q.11.1,Q11_2,Q.11.2,Q11_3,Q.11.3,Q11_4,Q.11.4,Q11_5,Q.11.5,Q10,Q12,Q13,Q14_1,Q15,Q16_0_GROUP,Q16_1_GROUP,Q16_0_1_RANK,Q16_0_2_RANK,Q16_0_9_RANK,Q16_0_3_RANK,Q16_0_4_RANK,Q16_0_5_RANK,Q16_0_7_RANK,Q16_0_14_RANK,Q16_0_15_RANK,Q16_1_1_RANK,Q16_1_2_RANK,Q16_1_9_RANK,Q16_1_3_RANK,Q16_1_4_RANK,Q16_1_5_RANK,Q16_1_7_RANK,Q16_1_14_RANK,Q16_1_15_RANK,Q17,Q18_1,Q18_2,Q19,Q20,Q21_1,Q21_2,Q22_1_x,Q22_1_y,Q22,Q7 - Topics
9/2/2019 8:11,9/2/2019 8:16,IP Address,131.212.249.182,100,290,TRUE,9/2/2019 8:16,R_qCnq0D1yV5HLXQ5,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",6,65-74 years old,1,Female,9,White,6,Graduate or professional degree,3,"$45,000 - $64,999",55413,1,Urban,5,3,5,3,5,3,3,2,5,3,5,3,5,3,5,3,"Water purifiers/filter
 ",10,Phosphorus,2,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life","Urban Runoff (storm drains),Commercial/Industrial Waste,Agriculture","Food/Garbage Disposal Waste,Atmospheric Deposition",3,,,,2,1,,,,,1,2,,,,,,,Application of fertilizers,3,2,News outlets,Consumer,4,4,403,718,Southeast Minnesota,Unknown
9/2/2019 8:12,9/2/2019 8:16,IP Address,131.212.249.146,100,258,TRUE,9/2/2019 8:16,R_2dPYYqWyVSuWWWG,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",5,55-64 years old,1,Female,9,White,5,Bachelor's Degree,6,"$105,000 or more",55448,2,Suburban,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,"Water softeners
 ,Bottled Water
 ",10,Bacteria,0,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life",Agriculture,Dish-washing Detergent,1,,,,,,,,,,,,,,,,1,,Application of fertilizers,3,3,Word-of-mouth,Consumer,4,4,201,612,Southwest Minnesota,Unknown
9/2/2019 8:13,9/2/2019 8:17,IP Address,131.212.251.37,100,225,TRUE,9/2/2019 8:17,R_1gouojZXD8KqEUT,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",1,18-24 years old,2,Male,7,American Indian or Alaska Native,3,Associate's Degree,3,"$45,000 - $64,999",54880,3,Rural,1,1,4,3,2,2,4,3,2,2,4,3,5,3,5,3,"Water purifiers/filter
 ,Bottled Water
 ",6,Bacteria,1,"Death of fish and other aquatic life,Disease from consumption,Skin rashes with contact","Stream Bank Erosion,Individual Sewage Systems,Urban Runoff (storm drains),Human Waste Products,Commercial/Industrial Waste,Food/Garbage Disposal Waste","Atmospheric Deposition,Agriculture,Dish-washing Detergent",,6,,4,5,3,1,,2,2,,1,,,,,3,,Cropland runoff,3,,News outlets,Consumer,3,1,484,371,Northeastern Minnesota,Unknown
9/2/2019 8:12,9/2/2019 8:18,IP Address,131.212.251.89,100,370,TRUE,9/2/2019 8:18,R_2aEkDejQBmvI3p0,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",2,25-34 years old,1,Female,9,White,5,Bachelor's Degree,1,"Less than $24,999",55104,2,Suburban,3,2,3,2,3,2,4,3,3,2,3,2,2,2,2,2,I don't use any of these on a regular basis,5,Pesticides,2,"Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Eutrophication,Heavy Metal Contamination","Urban Runoff (storm drains),Food/Garbage Disposal Waste,Commercial/Industrial Waste,Human Waste Products","Atmospheric Deposition,Stream Bank Erosion,Dish-washing Detergent,Agriculture",,2,,4,3,1,,,,4,,1,,,,2,3,,Application of fertilizers,3,3,Word-of-mouth,"Producer/Farmer,Academic/University Researcher/Extension,Consumer",2,2,346,503,Central Minnesota,Unknown
9/2/2019 8:12,9/2/2019 8:19,IP Address,131.212.250.126,100,414,TRUE,9/2/2019 8:19,R_2dAPhVtKsWloUqO,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",2,25-34 years old,1,Female,9,White,5,Bachelor's Degree,2,"$25,000 - $44,999",55448,2,Suburban,5,3,5,3,5,3,3,2,2,2,4,3,5,3,5,3,"Water purifiers/filter
 ",7,Phosphorus,1,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact","Urban Runoff (storm drains),Commercial/Industrial Waste,Agriculture,Food/Garbage Disposal Waste,Stream Bank Erosion","Individual Sewage Systems,Atmospheric Deposition,Human Waste Products,Dish-washing Detergent",3,4,,,2,1,5,,,,,2,3,,,,4,1,Application of fertilizers,4,4,Social media,"Government employee (USDA),Consumer",5,5,387,602,The Twin-Cities Metro Area,Unknown
9/2/2019 8:16,9/2/2019 8:20,IP Address,131.212.249.28,100,254,TRUE,9/2/2019 8:20,R_2rNup7AabYgwstq,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",4,45-54 years old,2,Male,9,White,4,"Some college, no degree",6,"$105,000 or more",55130,2,Suburban,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,"Water softeners
 ",9,Phosphorus,3,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Skin rashes with contact","Agriculture,Commercial/Industrial Waste,Food/Garbage Disposal Waste","Urban Runoff (storm drains),Individual Sewage Systems",1,3,,,2,,,,,,,,,,1,,,2,Application of fertilizers,4,4,Government reports,Consumer,3,3,413,600,The Twin-Cities Metro Area,Unknown
9/2/2019 8:16,9/2/2019 8:21,IP Address,131.212.248.28,100,290,TRUE,9/2/2019 8:21,R_1H1ysO9AGID4Xxq,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",1,18-24 years old,1,Female,9,White,1,Some High School,4,"$65,000 - $79,999",54017,3,Rural,2,2,2,2,3,2,2,2,3,2,3,2,3,2,4,3,"Water softeners
 ",3,Bacteria,1,"Toxic drinking water,Death of fish and other aquatic life,Disease from consumption","Commercial/Industrial Waste,Atmospheric Deposition,Human Waste Products,Individual Sewage Systems,Food/Garbage Disposal Waste","Dish-washing Detergent,Stream Bank Erosion,Agriculture,Urban Runoff (storm drains)",,5,2,3,1,,,,4,3,,,,,4,2,1,,Application of fertilizers,1,2,School,Producer/Farmer,2,3,389,608,The Twin-Cities Metro Area,Unknown
9/2/2019 8:17,9/2/2019 8:21,IP Address,131.212.249.182,100,265,TRUE,9/2/2019 8:21,R_1plgZXIPX76jEcU,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",1,18-24 years old,1,Female,9,White,3,Associate's Degree,5,"$80,000 - $104,999",55337,2,Suburban,4,3,4,3,3,2,3,2,3,2,3,2,4,3,4,3,"Water purifiers/filter
 ,Water cooler tanks (e.g. Culligan Water)
 ,Water softeners
 ,Bottled Water
 ",4,Bacteria,1,"Toxic drinking water,Flooding,Heavy Metal Contamination","Food/Garbage Disposal Waste,Urban Runoff (storm drains),Commercial/Industrial Waste,Human Waste Products,Agriculture","Individual Sewage Systems,Atmospheric Deposition,Dish-washing Detergent,Stream Bank Erosion",5,1,,4,3,2,,,,,,2,,,,4,3,1,Application of fertilizers,4,2,School,Consumer,3,5,466,754,Southeast Minnesota,Unknown
9/2/2019 8:16,9/2/2019 8:21,IP Address,131.212.250.91,100,334,TRUE,9/2/2019 8:21,R_ByOAhQmNR61pKCJ,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",3,35-44 years old,2,Male,9,White,3,Associate's Degree,4,"$65,000 - $79,999",54017,3,Rural,4,3,3,2,4,3,2,2,4,3,4,3,4,3,4,3,"Water purifiers/filter
 ,Water softeners
 ,Bottled Water
 ",5,Phosphorus,3,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Eutrophication","Stream Bank Erosion,Atmospheric Deposition,Commercial/Industrial Waste,Urban Runoff (storm drains),Human Waste Products,Food/Garbage Disposal Waste","Dish-washing Detergent,Individual Sewage Systems,Agriculture",,6,2,5,3,4,1,,,3,,,,,,,1,2,Cropland runoff,5,3,News outlets,Producer/Farmer,2,3,384,597,The Twin-Cities Metro Area,Unknown
9/2/2019 8:22,9/2/2019 8:26,IP Address,131.212.249.129,100,194,TRUE,9/2/2019 8:26,R_1plmlssiX4ejNKd,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",1,18-24 years old,2,Male,3,Hispanic or Latino,1,Some High School,6,"$105,000 or more",55129,2,Suburban,5,3,5,3,5,3,5,3,2,2,3,2,5,3,5,3,"Water purifiers/filter
 ,Water cooler tanks (e.g. Culligan Water)
 ,Bottled Water
 ",4,Bacteria,1,"Algae blooms,Eutrophication","Individual Sewage Systems,Commercial/Industrial Waste,Dish-washing Detergent,Human Waste Products,Stream Bank Erosion","Urban Runoff (storm drains),Food/Garbage Disposal Waste,Agriculture,Atmospheric Deposition",,,,4,2,,5,3,1,3,2,4,,,1,,,,I don’t know,3,3,School,Consumer,2,4,389,333,Northeastern Minnesota,Unknown
9/2/2019 8:23,9/2/2019 8:27,IP Address,131.212.250.91,100,201,TRUE,9/2/2019 8:27,R_1mfuPqwlTyEzXJ9,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",6,65-74 years old,1,Female,9,White,6,Graduate or professional degree,5,"$80,000 - $104,999",55113,2,Suburban,5,3,5,3,5,3,5,3,4,3,5,3,5,3,5,3,"Water purifiers/filter
 ,Water softeners
 ",10,Pesticides,0,"Algae blooms,Death of fish and other aquatic life","Atmospheric Deposition,Agriculture",Dish-washing Detergent,2,,1,,,,,,,,,,,,,,1,,Cropland runoff,4,4,Other,Consumer,2,2,233,328,Northwestern Minnesota,Unknown
9/2/2019 8:17,9/2/2019 8:27,IP Address,131.212.251.37,100,600,TRUE,9/2/2019 8:27,R_2dsQVP0rmYyK67w,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",4,45-54 years old,2,Male,9,White,5,Bachelor's Degree,6,"$105,000 or more",55437,2,Suburban,3,2,3,2,3,2,2,2,3,2,4,3,3,2,2,2,"Water purifiers/filter
 ,Bottled Water
 ",9,Phosphorus,1,,,,,,,,,,,,,,,,,,,,,,Application of fertilizers,1,1,Other,Agricultural industry member,4,4,439,708,Southeast Minnesota,Unknown
9/2/2019 8:21,9/2/2019 8:27,IP Address,131.212.250.126,100,353,TRUE,9/2/2019 8:27,R_3PGGGVL0OalqWcD,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",6,65-74 years old,1,Female,9,White,5,Bachelor's Degree,5,"$80,000 - $104,999",55104,1,Urban,5,3,4,3,5,3,4,3,4,3,4,3,5,3,5,3,"Water purifiers/filter
 ",10,Nitrogen ,1,Algae blooms,Agriculture,Human Waste Products,1,,,,,,,,,,,,1,,,,,,Cropland runoff,4,2,Government reports,Consumer,3,3,199,687,Southwest Minnesota,Unknown
9/2/2019 8:22,9/2/2019 8:28,IP Address,131.212.248.28,100,310,TRUE,9/2/2019 8:28,R_1LuSNK5nzWa7IAg,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",4,45-54 years old,2,Male,9,White,5,Bachelor's Degree,6,"$105,000 or more",55129,2,Suburban,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,"Water purifiers/filter
 ,Bottled Water
 ",10,Nitrogen ,4,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact","Agriculture,Commercial/Industrial Waste,Atmospheric Deposition,Individual Sewage Systems,Urban Runoff (storm drains),Human Waste Products","Food/Garbage Disposal Waste,Dish-washing Detergent,Stream Bank Erosion",1,,3,6,2,5,,,4,,1,,,,,3,2,,Application of fertilizers,1,3,Other,Consumer,4,4,394,597,The Twin-Cities Metro Area,Unknown
9/2/2019 8:22,9/2/2019 8:28,IP Address,131.212.249.182,100,373,TRUE,9/2/2019 8:28,R_2ANFhiZU8LyvuuT,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",5,55-64 years old,2,Male,2,Prefer not to answer,7,Other,4,"$65,000 - $79,999",55113,2,Suburban,4,3,3,2,4,3,3,2,4,3,3,2,4,3,5,3,I don't use any of these on a regular basis,10,Phosphorus,1,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Flooding,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact",,,,,,,,,,,,,,,,,,,,,Application of fertilizers,,,News outlets,Consumer,3,3,234,722,Southwest Minnesota,Unknown
9/2/2019 8:26,9/2/2019 8:29,IP Address,131.212.249.129,100,179,TRUE,9/2/2019 8:29,R_3HZG6jqS8lv0dvR,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",3,35-44 years old,1,Female,9,White,4,"Some college, no degree",3,"$45,000 - $64,999",55109,2,Suburban,4,3,4,3,4,3,3,2,2,2,2,2,2,2,2,2,"Bottled Water
 ",1,Phosphorus,0,Flooding,Human Waste Products,,,,,1,,,,,,,,,,,,,,,I don’t know,1,1,School,,0,5,378,596,The Twin-Cities Metro Area,Unknown
9/2/2019 8:20,9/2/2019 8:29,IP Address,131.212.249.28,100,536,TRUE,9/2/2019 8:29,R_23ggGscbXn3YfMi,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",4,45-54 years old,1,Female,9,White,6,Graduate or professional degree,1,"Less than $24,999",55108,1,Urban,1,1,3,2,4,3,0,1,2,2,3,2,4,3,2,2,I don't use any of these on a regular basis,8,Phosphorus,1,"Algae blooms,Death of fish and other aquatic life,Eutrophication","Agriculture,Urban Runoff (storm drains),Commercial/Industrial Waste","Human Waste Products,Food/Garbage Disposal Waste,Atmospheric Deposition,Stream Bank Erosion,Dish-washing Detergent,Individual Sewage Systems",1,,,,3,2,,,,,2,3,1,,,4,5,6,Application of fertilizers,2,3,Other,Consumer,2,2,420,710,Southeast Minnesota,Unknown
9/2/2019 8:27,9/2/2019 8:31,IP Address,131.212.251.37,100,194,TRUE,9/2/2019 8:31,R_2b14rBgYAaw9t4S,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",4,45-54 years old,1,Female,9,White,5,Bachelor's Degree,5,"$80,000 - $104,999",55423,2,Suburban,3,2,4,3,4,3,3,2,4,3,4,3,5,3,4,3,I don't use any of these on a regular basis,8,Nitrogen ,2,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life","Agriculture,Commercial/Industrial Waste",Urban Runoff (storm drains),1,,,,2,,,,,,,,,,1,,,,Application of fertilizers,3,4,News outlets,Consumer,3,3,441,710,Southeast Minnesota,Unknown
9/2/2019 8:17,9/2/2019 8:32,IP Address,131.212.250.141,100,903,TRUE,9/2/2019 8:32,R_3Reg4SglPZIEMtI,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",2,25-34 years old,1,Female,3,Hispanic or Latino,3,Associate's Degree,3,"$45,000 - $64,999",55373,3,Rural,3,2,2,2,1,1,3,2,3,2,3,2,3,2,5,3,"Water purifiers/filter
 ,Water softeners
 ,Bottled Water
 ",5,Bacteria,0,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Flooding,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact","Urban Runoff (storm drains),Human Waste Products,Commercial/Industrial Waste,Stream Bank Erosion,Atmospheric Deposition,Food/Garbage Disposal Waste","Dish-washing Detergent,Individual Sewage Systems,Agriculture",,6,5,2,3,1,4,,,3,,,,,,,1,2,I don’t know,5,1,Word-of-mouth,Consumer,3,3,388,597,The Twin-Cities Metro Area,Unknown
9/2/2019 8:28,9/2/2019 8:33,IP Address,131.212.249.182,100,259,TRUE,9/2/2019 8:33,R_1GAYhQ3OS124JY2,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",2,25-34 years old,2,Male,9,White,4,"Some college, no degree",3,"$45,000 - $64,999",55373,3,Rural,3,2,2,2,4,3,3,2,3,2,3,2,3,2,3,2,"Water purifiers/filter
 ,Bottled Water
 ",4,Phosphorus,3,"Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Heavy Metal Contamination,Skin rashes with contact","Commercial/Industrial Waste,Human Waste Products,Urban Runoff (storm drains),Individual Sewage Systems,Food/Garbage Disposal Waste","Dish-washing Detergent,Atmospheric Deposition,Agriculture,Stream Bank Erosion",,5,,2,1,3,,,4,3,,2,,,,4,1,,Application of fertilizers,5,4,Other,Consumer,2,2,390,588,The Twin-Cities Metro Area,Unknown
9/2/2019 8:29,9/2/2019 8:33,IP Address,131.212.248.28,100,249,TRUE,9/2/2019 8:33,R_12rwz4SbHv5B8Xw,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",1,18-24 years old,1,Female,9,White,6,Graduate or professional degree,6,"$105,000 or more",55331,3,Rural,4,3,2,2,4,3,2,2,3,2,4,3,4,3,3,2,"Bottled Water
 ",10,Phosphorus,3,"Algae blooms,Death of fish and other aquatic life,Eutrophication","Urban Runoff (storm drains),Individual Sewage Systems,Agriculture,Commercial/Industrial Waste,Human Waste Products","Dish-washing Detergent,Stream Bank Erosion,Atmospheric Deposition,Food/Garbage Disposal Waste",3,,,5,4,1,,,2,,4,3,,,,2,1,,Cropland runoff,3,3,School,Consumer,3,3,176,738,Southwest Minnesota,Unknown
9/2/2019 8:28,9/2/2019 8:34,IP Address,131.212.250.33,100,341,TRUE,9/2/2019 8:34,R_2v0932e4R3ooN8o,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",4,45-54 years old,1,Female,9,White,4,"Some college, no degree",5,"$80,000 - $104,999",55311,2,Suburban,2,2,4,3,5,3,2,2,4,3,5,3,5,3,4,3,"Water purifiers/filter
 ,Water softeners
 ",8,Nitrogen ,1,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens","Agriculture,Commercial/Industrial Waste,Dish-washing Detergent,Atmospheric Deposition","Human Waste Products,Stream Bank Erosion,Individual Sewage Systems,Urban Runoff (storm drains),Food/Garbage Disposal Waste",1,,4,,2,,,3,,,5,,1,,4,2,,3,I don’t know,4,4,Government reports,Consumer,3,4,360,488,Central Minnesota,Unknown
9/2/2019 8:28,9/2/2019 8:34,IP Address,131.212.250.91,100,329,TRUE,9/2/2019 8:34,R_1pzI6xTU55tTFag,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",5,55-64 years old,2,Male,9,White,5,Bachelor's Degree,5,"$80,000 - $104,999",55311,2,Suburban,3,2,5,3,5,3,2,2,5,3,5,3,5,3,2,2,"Water purifiers/filter
 ,Water softeners
 ",10,Nitrogen ,1,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens","Agriculture,Dish-washing Detergent,Urban Runoff (storm drains),Food/Garbage Disposal Waste","Stream Bank Erosion,Human Waste Products,Individual Sewage Systems,Commercial/Industrial Waste,Atmospheric Deposition",1,4,,,,3,,2,,,,5,2,4,,1,,3,Application of fertilizers,6,5,News outlets,Consumer,5,5,381,596,The Twin-Cities Metro Area,Unknown
9/2/2019 8:29,9/2/2019 8:35,IP Address,131.212.249.129,100,354,TRUE,9/2/2019 8:35,R_1DZvf5Pbbk1Y8hS,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",4,45-54 years old,1,Female,9,White,5,Bachelor's Degree,6,"$105,000 or more",55110,2,Suburban,5,3,3,2,5,3,4,3,2,2,3,2,5,3,5,3,"Water purifiers/filter
 ,Water softeners
 ,Bottled Water
 ",6,Synthetic chemicals,1,"Toxic drinking water,Waterborne pathogens,Heavy Metal Contamination","Human Waste Products,Dish-washing Detergent,Atmospheric Deposition,Food/Garbage Disposal Waste","Urban Runoff (storm drains),Stream Bank Erosion,Agriculture",,4,3,1,,,,2,,3,,,,,1,2,,,I don’t know,5,3,Social media,Consumer,3,3,397,596,The Twin-Cities Metro Area,Unknown
9/2/2019 8:32,9/2/2019 8:36,IP Address,131.212.250.141,100,206,TRUE,9/2/2019 8:36,R_3pio4bEpn1vpIBb,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",4,45-54 years old,1,Female,9,White,6,Graduate or professional degree,3,"$45,000 - $64,999",55364,2,Suburban,4,3,4,3,4,3,3,2,3,2,3,2,3,2,5,3,"Water softeners
 ,Bottled Water
 ",10,Pesticides,0,"Toxic drinking water,Algae blooms","Agriculture,Human Waste Products,Individual Sewage Systems,Atmospheric Deposition,Urban Runoff (storm drains)","Food/Garbage Disposal Waste,Commercial/Industrial Waste,Stream Bank Erosion,Dish-washing Detergent",1,,4,2,,5,,,3,,1,,,2,,3,4,,Application of fertilizers,4,4,Social media,Consumer,4,4,392,598,The Twin-Cities Metro Area,Unknown
9/2/2019 8:33,9/2/2019 8:37,IP Address,131.212.249.182,100,223,TRUE,9/2/2019 8:37,R_SNzI7zGfmWaMMUN,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",4,45-54 years old,1,Female,9,White,6,Graduate or professional degree,5,"$80,000 - $104,999",56278,3,Rural,3,2,5,3,5,3,3,2,3,2,3,2,5,3,5,3,"Water softeners
 ,Bottled Water
 ",10,Phosphorus,1,Algae blooms,"Agriculture,Dish-washing Detergent,Stream Bank Erosion,Urban Runoff (storm drains)","Individual Sewage Systems,Commercial/Industrial Waste",1,,,,,4,3,2,,,,,,2,,,,1,I don’t know,4,4,News outlets,"Producer/Farmer,Academic/University Researcher/Extension,Consumer",3,3,149,614,Southwest Minnesota,Unknown
9/2/2019 8:30,9/2/2019 8:37,IP Address,131.212.249.28,100,428,TRUE,9/2/2019 8:37,R_ezWFMrzSDWpec2l,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",5,55-64 years old,2,Male,9,White,5,Bachelor's Degree,4,"$65,000 - $79,999",55126,2,Suburban,4,3,5,3,5,3,2,2,5,3,4,3,5,3,5,3,"Water purifiers/filter
 ",10,Nitrogen ,3,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life","Agriculture,Urban Runoff (storm drains),Stream Bank Erosion,Human Waste Products","Commercial/Industrial Waste,Atmospheric Deposition,Individual Sewage Systems,Food/Garbage Disposal Waste,Dish-washing Detergent",1,,,4,,2,3,,,,4,2,,1,,,5,3,Application of fertilizers,3,3,News outlets,Consumer,2,3,177,638,Southwest Minnesota,Unknown
9/2/2019 8:34,9/2/2019 8:38,IP Address,131.212.250.33,100,186,TRUE,9/2/2019 8:38,R_2TLBLXvIKH25c8I,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",1,18-24 years old,1,Female,9,White,5,Bachelor's Degree,1,"Less than $24,999",55116,1,Urban,4,3,3,2,5,3,3,2,2,2,5,3,5,3,5,3,"Water purifiers/filter
 ,Water cooler tanks (e.g. Culligan Water)
 ,Bottled Water
 ",0,Pesticides,0,"Death of fish and other aquatic life,Waterborne pathogens,Skin rashes with contact","Food/Garbage Disposal Waste,Urban Runoff (storm drains),Human Waste Products,Dish-washing Detergent,Commercial/Industrial Waste","Individual Sewage Systems,Agriculture,Atmospheric Deposition,Stream Bank Erosion",,1,,3,5,2,,4,,2,,3,,,,4,,1,Application of fertilizers,4,4,News outlets,Consumer,3,3,617,263,Other,Unknown
9/2/2019 8:31,9/2/2019 8:38,IP Address,131.212.249.131,100,424,TRUE,9/2/2019 8:38,R_31TncpILFkA0pgJ,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",6,65-74 years old,1,Female,9,White,2,High School Diploma or GED,2,"$25,000 - $44,999",55014,2,Suburban,5,3,5,3,5,3,4,3,3,2,4,3,5,3,5,3,"Water softeners
 ,Bottled Water
 ",10,Bacteria,2,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Flooding,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact","Agriculture,Individual Sewage Systems,Human Waste Products,Food/Garbage Disposal Waste",,1,4,,3,,,,,2,,,,,,,,,,I don’t know,2,2,Word-of-mouth,Consumer,5,4,390,602,The Twin-Cities Metro Area,Unknown
9/2/2019 8:36,9/2/2019 8:40,IP Address,131.212.250.141,100,211,TRUE,9/2/2019 8:40,R_2s5Xfe8Uwo57qUP,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",2,25-34 years old,1,Female,6,Asian,5,Bachelor's Degree,6,"$105,000 or more",55403,1,Urban,3,2,2,2,3,2,2,2,0,1,0,1,3,2,3,2,I don't use any of these on a regular basis,2,Bacteria,0,"Algae blooms,Disease from consumption","Food/Garbage Disposal Waste,Urban Runoff (storm drains),Commercial/Industrial Waste,Dish-washing Detergent,Human Waste Products","Agriculture,Atmospheric Deposition,Stream Bank Erosion,Individual Sewage Systems",,1,,5,3,2,,4,,1,,2,,,,3,,4,Application of fertilizers,1,3,Social media,Consumer,1,1,347,493,Central Minnesota,Unknown
9/2/2019 8:33,9/2/2019 8:40,IP Address,131.212.248.28,100,390,TRUE,9/2/2019 8:40,R_2PcJelz8Go0l60G,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",5,55-64 years old,2,Male,9,White,3,Associate's Degree,5,"$80,000 - $104,999",56278,3,Rural,4,3,4,3,4,3,3,2,4,3,4,3,4,3,4,3,"Water softeners
 ",8,Phosphorus,3,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Flooding,Waterborne pathogens,Disease from consumption","Agriculture,Commercial/Industrial Waste,Food/Garbage Disposal Waste","Individual Sewage Systems,Stream Bank Erosion",1,3,,,2,,,,,,,,,,,2,,1,Application of fertilizers,2,2,News outlets,Consumer,3,3,423,723,Southeast Minnesota,Unknown
9/2/2019 8:36,9/2/2019 8:41,IP Address,131.212.249.129,100,297,TRUE,9/2/2019 8:41,R_2dQQXMUr0iQkdzo,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",5,55-64 years old,2,Male,9,White,5,Bachelor's Degree,6,"$105,000 or more",97212,1,Urban,4,3,4,3,5,3,4,3,3,2,3,2,5,3,5,3,I don't use any of these on a regular basis,10,Bacteria,0,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Flooding,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact","Atmospheric Deposition,Dish-washing Detergent,Stream Bank Erosion,Individual Sewage Systems,Commercial/Industrial Waste,Human Waste Products,Urban Runoff (storm drains),Food/Garbage Disposal Waste,Agriculture",,9,8,1,6,5,7,3,2,4,,,,,,,,,,Application of fertilizers,4,3,Government reports,Consumer,1,1,426,265,Northeastern Minnesota,Unknown
